username,review,tahun,aplikasi,clean_text,sentiment_score,label
Kang Man,baik,2025,livin,,0,netral
Johari Spd,kenapa tindak bisa di gunakan kan,2025,livin,tindak bisa,0,netral
M Akwariza,bagus,2025,livin,bagus,1,positif
Winto Muis,ok,2025,livin,ok,0,netral
Tomo Pijet,masuk ke apknya kok mental terus kenapa ya,2025,livin,masuk apknya mental,0,netral
Bayu Murti,belom ada,2025,livin,bom,0,netral
Deni Hardiansah,lebih gampang dan instan,2025,livin,gampang instan,0,netral
Angghie _27,pembayaran nya mudah enggak ribet ...banyak pilihan juga...mantap pokoknya..,2025,livin,bayar mudah ribet pilih jugamantap pokok,0,netral
Akmadmiftakhus Sobirin,bIk cukup,2025,livin,bik,0,netral
Nurdin Jamal,sangat membantu,2025,livin,sangat bantu,0,netral
Aminudin Maftuh,"livin Ok, bagus, tampilan elegan, friendly, tapi untuk transaksi di Livin tlong kalau bisa dibuat 24 jam, dan misal ada jam cut off dikasih notif lah, dan saran saya untuk ATM nya tlong dibuat agak cepat dikit, agak lemot mesin ATM nya",2025,livin,livin ok bagus tampil elegan friendly transaksi livin tlong bisa jam jam cut off kasih notif saran atm tlong cepat dikit lama mesin atm,1,positif
Waidin bener,gmn ni kok ubah pasword lah...,2025,livin,gmn ubah pasword,0,netral
Rian,Tolong tambahkan pilihan tarik tunai tanpa kartu 50.000,2025,livin,tolong tambah pilih tarik tunai kartu,0,netral
Adi Suwarno,Ok,2025,livin,ok,0,netral
Muhammad Nur Ansar,aplikasi baru di update knpa jadi gak bisa dibuka ya min slalu bug dan aplikasi berhenti sendiri?,2025,livin,aplikasi update knpa tidak bisa buka slalu bug aplikasi henti,0,netral
Suheli Lie,salam kerja,2025,livin,salam kerja,0,netral
Novita Sari,"kenapa ya bs masuk, tp g bs d bwt transaksi",2025,livin,bs masuk tidak bs bwt transaksi,0,netral
Yadi Yani,mantol bos,2025,livin,mantol bos,0,netral
Saep Udin,transaksi lebih mudah,2025,livin,transaksi mudah,1,positif
Faidz Citi,"ini Livin di motorola edge 60 fusion tidak bisa dipakai, setelah instal keluar OS anda harus resmi.. padahal OS 15 terbaru inika ln motorola edge 60 ini produksi di Batam Indonesia.. aneeh bin ajaib..jadi ga bisa Makai Livin deeh..tolong dibantu",2025,livin,livin motorola edge fusion tidak bisa pakai instal os resmi os baru inika ln motorola edge produksi batam indonesia aneeh bin ajaibjadi tidak bisa maka livin deehtolong bantu,0,netral
Resty Nila,Susah du bukak,2025,livin,susah du bukak,-1,negatif
Nining antika Syamsu,"ada apa dengan Livin saya kok tidak bisa terbuka ,aplikasinya otomatis keluar sendiri sebelum sempat terbuka",2025,livin,livin tidak bisa buka aplikasi otomatis buka,0,netral
Muh Taufik,mengapa livin saya tidak bisa terbuka dari kemarin ?,2025,livin,livin tidak bisa buka kemarin,0,netral
ari amans,baik,2025,livin,,0,netral
Alit Yuliawati Pelealu,Lemot banget sumpah yaak ini Livin Mandiri kalau dibuka 😩,2025,livin,lama banget sumpah yaak livin mandiri buka,-1,negatif
Al Azhari,sngt membatu,2025,livin,sngt batu,0,netral
Muzakir Daud,"sungguh terganggu benget dgn iklan y,, setiap mau buka hp timbul iklan mandiri,,,, padahal dihp ku sudah ada aplikasi livin mandiri,,,, klo mengganggu trs bisa saya uninstal sekalian ini mandiri,,",2025,livin,sungguh ganggu benget iklan y buka handphone timbul iklan mandiri dihp ku aplikasi livin mandiri ganggu bisa uninstal mandiri,-2,negatif
MUS TOFA,mudah dan murah,2025,livin,mudah murah,1,positif
Karpil Aja,sangat mudah untuk bertransaksi,2025,livin,sangat mudah transaksi,1,positif
Fransiska Bere,Aplikasi tidak bisa di gunakan setelah reset hpku mohon bantuannya,2025,livin,aplikasi tidak bisa reset hpku mohon bantu,0,netral
Mutmudahh Lophepholepell,loadingnya lama bgt parah GK kebuka buka..muncul tulisan belum berhasil terhubung Uda 2 hri ini...parah..,2025,livin,loadingnya lama banget parah tidak buka bukamuncul tulis hasil hubung uda hri iniparah,-2,negatif
Chandra Adi,mudah bgt,2025,livin,mudah banget,1,positif
Jacky Jack,aplikasi livin punya saya susah di buka utk msk jd susah untuk transaksi mohon info ny.,2025,livin,aplikasi livin susah buka msk susah transaksi mohon info ny,-2,negatif
N 1988,perlu di perbaiki lagi sistemnya,2025,livin,baik sistem,1,positif
Mutialmas Faset,"aplikasinya bagus, tampilannya eye-catching, tapi lemot banget astagaaa padahal sinyal bagus. loadingnya terlalu lama dan banyak. baru buka apk, loading. mau mulai transaksi, loading. mau payment, loading. mohon diperbaiki yaa🥺🥺",2025,livin,aplikasi bagus tampil eyecatching lama banget astagaa sinyal bagus loadingnya lama buka aplikasi loading transaksi loading payment loading mohon baik,-2,negatif
Wibri Susilowati,"kenapa buka Livin koq sekarang susah sekali lemot buka loding terus mental keluar gitu,jadi susah buat transaksi,apa lagi sekarang transaksi harus TF jadi susah jadinya Livin saja susah dibuka🤦🏼‍♀️ mohon segera diperbaiki ya",2025,livin,buka livin koq susah lama buka loding mental gitujadi susah transaksiapa transaksi transfer susah livin susah buka mohon baik,-4,negatif
Andre Raharjo,"kalo gajian ga di tranfer aq ga mau buka rekening, pembayaran dari pembaruan kemarin, harus kehilangan 1 ribu, hemmm, males ah,",2025,livin,gaji tidak tranfer tidak buka rekening bayar baru kemarin hilang ribu hemm males ah,0,netral
Nur Indah,"kenapa dr kmrin livin ga bisa dbuka,kl mau login selalu balik ke layar hp awal,ga bisa buka livin smpe hari ini",2025,livin,kmrin livin tidak bisa dbukakl login layar handphone awalga bisa buka livin smpe,0,netral
Sam Ilela,sangat membantu tapi kenapa apknya TDK mau terbuka lagi,2025,livin,sangat bantu apknya tidak buka,0,netral
Novita Nainggolan,"Dear BMRI, kenapa ya menu power cash credit card di Livin saya menghilang?",2025,livin,dear bmri menu power cash credit card livin hilang,0,netral
helmi setiyawan,knp mau log in Livin mandiri susah...keluar sendiri kmarin kemarin hanya lemot saja skrg malah gk bisa dibuka utk transaksi,2025,livin,log in livin mandiri susahkeluar kmarin kemarin lama tidak bisa buka transaksi,-1,negatif
Fikri Febriansyah,"sekarang kenapa ya aga lambat untuk masuk ke Apk ? padahal jaringan nya bagus tpi lemot , harus di refresh berapa kali juga",2025,livin,aga lambat masuk aplikasi jaring bagus lama refresh,-1,negatif
zikri ramadhan,Alhamdulillah. Bagus aplikasinya,2025,livin,alhamdulillah bagus aplikasi,1,positif
nurdin Ck,tolong di perbaiki lagi.sinyal sudah stabil tapi selalu muter muter terus pas di buka aplikasinya,2025,livin,tolong baik lagisinyal stabil muter muter cocok buka aplikasi,2,positif
AGUS SETYAWAN,"kenapa saya tidak bisa menggunakan aplikasi livin ,setelah log out",2025,livin,tidak bisa aplikasi livin log out,0,netral
MURIQI TV,coba dulu seperti apa,2025,livin,coba,0,netral
Dita Septiani,kks saya sudah 2buln blum aktif apa saya harus ke bank nya langsung untuk membuka blokir nya,2025,livin,kks buln blum aktif bank langsung buka blokir,0,netral
Irna Indriana,bagus sih tp kadang suka tbtb aplikasi berhenti,2025,livin,bagus kadang suka tbtb aplikasi henti,2,positif
Fatan Putra narni,kenapa pas mauu buka mlh langsung keluar GK ke buka tolong gimana ini di perbaiki dong GK bisa di buka,2025,livin,cocok mauu buka mlh langsung tidak buka tolong baik tidak bisa buka,1,positif
Rizal Bounez,baik,2025,livin,,0,netral
Hardiyas Nina,"cara mendapatkan Pinjaman KSM Mandiri bagaiman yaa,saya sudah lama jadi nasabah mandiri tapi di Livin saya belum Muncul untuk pinjaman KSM mandiri nya.",2025,livin,pinjam ksm mandiri bagaiman yaasaya lama nasabah mandiri livin muncul pinjam ksm mandiri,-1,negatif
Riki Ampera,kenapa susah akses aplikasi ny ya,2025,livin,susah akses aplikasi ny,-1,negatif
Saka Abrisam,oke baik,2025,livin,oke,0,netral
Hus Mubar,"nanti aku kasih bintang 5 kalau udah ada fitur dark mode di aplikasinya, silau mata kalian transaksi malam hari.",2025,livin,kasih bintang fitur dark mode aplikasi silau mata transaksi malam,0,netral
Hasan Ac,good,2025,livin,good,0,netral
Vie Fin,"aplikasi nya bagus,ga ngelag,lancar pokoknya suka...",2025,livin,aplikasi bagusga ngelaglancar pokok suka,1,positif
Awal Pembaharuan,yah😀👍,2025,livin,,0,netral
dicky pemalang,senang sekali bisa bergabung di livin by mandiri,2025,livin,senang bisa gabung livin by mandiri,0,netral
Leli Nazili,Apk hurufnya kecil kalau saran agak dibesarin dah.,2025,livin,aplikasi huruf saran dibesarin,0,netral
Buky Hamdi,membantu,2025,livin,bantu,0,netral
Dinar Windira,Kenapa aplikasi tidak bisa dibuka ya,2025,livin,aplikasi tidak bisa buka,0,netral
LULU SA'IDAH * HAYNAF STORY,"padahal jaringan bagus, tapi kenapa sulit sekali log in ya",2025,livin,jaring bagus sulit log in,0,netral
Zulfi Kar,kenapa ya gak bisa install,2025,livin,tidak bisa install,0,netral
Fauzhan Al Ghifari,"min kayanya harus ada pembaharuan untuk mencegah bug deh, soalnya akhir akhir ini livin lemot banget",2025,livin,kaya baharu cegah bug livin lama banget,-1,negatif
Edy Aquarius,knpa ya Uda masukan no rek.suru tnggl bulan lahir sla terus knp iaa,2025,livin,knpa uda masuk no reksuru tnggl lahir sla iaa,0,netral
Yayan Sidik,"praktis,serbaguna,simpel",2025,livin,praktisserbagunasimpel,0,netral
DdleniiLestarii,"tiba tiba keluar akun gak bisa di akses,tolong lah mandiri d perbaikisaya udh seneng pake mandiri ,eh malah tiba tiba gak bisa d pake,nelpon call center malah slow respon",2025,livin,akun tidak bisa aksestolong mandiri perbaikisaya neng pakai mandiri eh tidak bisa pakenelpon call center slow respon,0,netral
Ilham Abdul Hakim,waktu bikin rekening ada eror input ga ada pesan nya. nama ibu kandung harusnya kapital tapi ga ada pesannya. jadi ga bisa submit. tolong perbaikannya,2025,livin,rekening error input tidak pesan nama kandung kapital tidak pesan tidak bisa submit tolong baik,0,netral
Khairun nisa,"halo mandiri, kok aplikasi livin saya gabisa kebuka yah loading terus sudah saya update sampai instal ulang juga gabisa masuk padahal saya sudah isi pasword dan kok tetap gabisa tertulis ulangi dan coba lagi begitu terus ini gimana yah kok begini",2025,livin,halo mandiri aplikasi livin tidak bisa buka loading update instal ulang tidak bisa masuk isi pasword tidak bisa tulis ulang coba,-1,negatif
Raka Pratama,apk sangat berguna sekali tapi sekarang pas mau Transfer ada biaya admin nya nggak kaya dulu padahal ini apk bank besar ko ada biaya adminnya di apk BRIMO gk ada biaya adminya tolong agar tidak merugikan pengguna apk ini,2025,livin,aplikasi sangat guna cocok transfer biaya tidak kaya aplikasi bank biaya adminnya aplikasi brimo tidak biaya adminya tolong tidak rugi guna aplikasi,0,netral
krisna wati,kenapa 2 bln ini tiap buat top up pasti kena biaya admin🫠🫠,2025,livin,bln top up kena biaya,1,positif
Kenan Bmy,kenapa aplikasi punya saya tidak bisa di buka yah,2025,livin,aplikasi tidak bisa buka,0,netral
Agusjaya Waruwu,"Kok baru"" ini ya,,,, setiap ak transaksi selalu ada potongan.mulai dari dana maupun bayar shopee sllu ad potongan, dari kmren ngk ada kek gtuuu.🙂‍↕️🙏",2025,livin,ak transaksi potonganmulai dana bayar shopee sllu ad potong kemarin ngk kek gtuu,0,netral
Ajat Indri,"bagus sih tapi sayang kalo sudah keluar atau ganti hp gada cara buat login kembali, dan harus ada kartu sedangkan kartu blom juga kunjung diantar.",2025,livin,bagus sayang ganti handphone gada login kartu kartu kunjung antar,1,positif
Kholiq Purnomo,"mungkin, perbaiki beberapa bug saja",2025,livin,baik bug,1,positif
Try Agustin,"perlu waktu lama untuk apk ini terbuka, loading sekali muter-muter, padahal sinyal ok paketan data aman, bikin tidak nyaman saat digunakan terutama untuk pembayaran mohon ditingkatkan lagi",2025,livin,lama aplikasi buka loading mutermuter sinyal ok paket data aman tidak nyaman bayar mohon tingkat,0,netral
Ibnu Yudha,sangat membantu dan amanah😚😁😇,2025,livin,sangat bantu amanah,0,netral
Rafi Noor Fauzi,bagus tapi terkadang suka erorr,2025,livin,bagus terkadang suka erorr,2,positif
SITI ROFIAH,"Pelayanan Ramah, Baik, Oke Mantap...",2025,livin,layan ramah oke mantap,1,positif
Anjar alam Triloka 12iis2,"setelah di hapus trus di download lagi ,kok ga bisa login ya , tolong dong , soal nya saya belum punya kartu bank nya",2025,livin,hapus download tidak bisa login tolong kartu bank,0,netral
Haikal Muzaqi,Aplikasi udah bagus cuma proses login akun perifikasi wajah nya ga guna udah kedip kedip juga masih ga bisa,2025,livin,aplikasi bagus proses login akun perifikasi wajah tidak kedip kedip tidak bisa,1,positif
Maryuni Zonex,"sangat membantu,",2025,livin,sangat bantu,0,netral
Anggi Saputri,kenapa ya apk livin nya keluar terus padahal mau tf tapi ga bisa karna apk keluar keluar terus tolong diperbaiki bug nya,2025,livin,aplikasi livin transfer tidak bisa aplikasi tolong baik bug,1,positif
MOH BUSAERI,aplikasi pay later sudah gak bisa di pake ya? padahal dah lunas dan lancar jaya pembayaran....mohon solusi...,2025,livin,aplikasi pay later tidak bisa pakai lunas lancar jaya pembayaranmohon solusi,1,positif
Khafiz Rifai,"aneh lama"" mau tf gak bisa padahal nomor yang mau di tf bener",2025,livin,aneh lama transfer tidak bisa nomor transfer,-1,negatif
Ali Wafa,"4 aja dulu, baru coba",2025,livin,coba,0,netral
benny asa,Banyak uang gampang2 az,2025,livin,uang gampang az,0,netral
Agus Riyoo Ry,aplikasi saya livin gak biss login. sebelum nya bisa karena habis install ulang kok jadi gak bisa,2025,livin,aplikasi livin tidak biss login bisa habis install ulang tidak bisa,0,netral
wan46 3632,"Mandiri Aman, Nyaman, Yerdepan",2025,livin,mandiri aman nyaman yerdepan,2,positif
Muhammad Rifai,"ini kenapa ya,livin loading jadi lama,terus jadi sering forclose",2025,livin,yalivin loading lamaterus forclose,-1,negatif
Muhammad Mashuri,kok bisa kepotong biaaya adminitrasi kartu sampai 2 x. biasaya 6000. in kok sampai 2 x jadi 12000 gmn ya,2025,livin,bisa potong biaaya adminitrasi kartu biasaya in gmn,0,netral
Moh Saleh,sangat bagus dn praktis,2025,livin,sangat bagus dn praktis,2,positif
M Irham,"kenpa saya mau bayar melalui qris, malah ada bacaan ""tertunda"" tapi saldo saya sudah terpotong?",2025,livin,kenpa bayar qris baca tunda saldo potong,0,netral
Rustandi 21,gara2 ganti hp pas masuk di hp baru susah masuk lagi pas deteksi wajah y gagal trus,2025,livin,gara ganti handphone cocok masuk handphone susah masuk cocok deteksi wajah y gagal,-2,negatif
Wah yudi,mantap,2025,livin,mantap,1,positif
Agit Surahman,"min knpa living saya , waktu mau bagikan resi transfer suka keluar sendiri ya",2025,livin,knpa living bagi resi transfer suka,1,positif
Melky Sembiring,"aplikasi nya bagus, ini ada sedikit ngebug atau gimana saya ga tau, jadi saya mau top up dana awalnya kak 89508(nomorkita) nahhh semua nomornya udh pas, tapi kok""nomor tidak ditemukan"" kok gitu?",2025,livin,aplikasi bagus ngebug tidak top up dana nomorkita nahh nomor cocok koknomor tidak temu gitu,2,positif
Ramdan Abdul Gani,baru pakai livin semoga bagus,2025,livin,pakai livin moga bagus,1,positif
Tyo aditia pratama,"pengiriman kartu nyh udah melebihi 20hari kerja tapi ga sampai""",2025,livin,kirim kartu nyh lebih kerja tidak,0,netral
Fajar Mustofa,"ini gmna si mau login pas verifikasi wajah saya sudah mengikuti panduan di layar, mohon berkedip, sudah berkedip masih aja ga bisa² aneh, padahal saya sudah pernah login.",2025,livin,gmna si login cocok verifikasi wajah ikut pandu layar mohon kedip kedip tidak bisa aneh login,0,netral
Gani Wijaya Armando 018,tolong berikan opsi untuk login biometrik menggunakan face recognition,2025,livin,tolong opsi login biometrik face recognition,0,netral
Dwie Yanto,"mantap,,semua di permuda",2025,livin,mantapsemua muda,0,netral
Darlena Arlin,tidak tersedia fitur pinjaman atau ajukan kartu kredit,2025,livin,tidak sedia fitur pinjam aju kartu kredit,0,netral
Dirman Syah,bagus,2025,livin,bagus,1,positif
Jaka Jeck,Loadingya lemot,2025,livin,loadingya lama,-1,negatif
MALIQYLA Music,good,2025,livin,good,0,netral
Wulan Celline,aplikasi sudah bagus tapi sayangnya tidak ada fitur cetak struknya,2025,livin,aplikasi bagus sayang tidak fitur cetak struknya,1,positif
eko purwanto,power chas gak muncul,2025,livin,power chas tidak muncul,0,netral
Haris Saja,kenapa saya mau top up gabisa,2025,livin,top up tidak bisa,1,positif
agie muslieh,Sangat membantu dlm brtransaksi...so far so good.!!,2025,livin,sangat bantu dlm brtransaksiso far so good,0,netral
Amar Touwe,bagus apk nya,2025,livin,bagus aplikasi,1,positif
Didik Murdiati,masih banyak kendala di bagian pendaftaran,2025,livin,kendala daftar,-1,negatif
Adi Ada,"ok semoga lbih aman,lancar dan sukses",2025,livin,ok moga lbih amanlancar sukses,0,netral
Pungki Yuliana,kenapa sekarang loadingnya jadi lama banget ya,2025,livin,loadingnya lama banget,-1,negatif
Murgi Morgan,kenapa sekarang power cash sudah tidak muncul di aplikasi livin.... padahal lebih dari setahun sebelumnya ada?,2025,livin,power cash tidak muncul aplikasi livin tahun,0,netral
Sarif Udin,pendaftaran susah banget sih balik ke awal terus,2025,livin,daftar susah banget,-1,negatif
Petruk 99,sangat membantu dalam transaksi ...terima kasih livim by mandiri lebih di sempurnakan lagi,2025,livin,sangat bantu transaksi terima kasih livim by mandiri sempurna,0,netral
Putra Astika,"mohon info....,,aplikasi livin saya tidak bisa dibuka dari kemarin yaaa....???",2025,livin,mohon infoaplikasi livin tidak bisa buka kemarin,0,netral
YourEyes,min tolong tambahkan fitur dark mode,2025,livin,tolong tambah fitur dark mode,0,netral
Indah Zebua,udah beberapa hari mobile banking nya gak bisa di buka.,2025,livin,mobile banking tidak bisa buka,0,netral
Dede Femi,Susah buka apk,2025,livin,susah buka aplikasi,-1,negatif
Deni Widarsun,"pada awal biasa saja tapi kok tiba tiba tidak bisa dibuka ya akun sama aplikasi nya,pas kebuka tiba tiba keluar lagi.ini kenapa ya,saya dah coba cek internet dan lain lain tidak ada masalah...",2025,livin,tidak bisa buka akun aplikasi nyapas buka lagiini yasaya coba cek internet tidak,0,netral
Mukhlisin Reareo,"kok bisa sih pake ada updatan bareng, momori hp udh penuh malah Livin ngak bisa di buka",2025,livin,bisa pakai updatan bareng momori handphone penuh livin ngak bisa buka,0,netral
Aryaa Sakti,👌🏻,2025,livin,,0,netral
Saiful Pentol,mantap,2025,livin,mantap,1,positif
Taha Achil,halo.bg saya disini mau komplain saya tuh udah ada akun mandiri udah tercantum dan saya belum memiliki kartu debit kok saya gk bisa masuk in akun saya gak ada cara buat masuk tanpa kartu debit tolong bantulah,2025,livin,halobg komplain akun mandiri cantum milik kartu debit tidak bisa masuk in akun tidak masuk kartu debit tolong bantu,0,netral
Supriyadi Yadi,cukup membantu,2025,livin,bantu,0,netral
Riri Marselina,kenapa akun mandiri saya tidak bisa di buka,2025,livin,akun mandiri tidak bisa buka,0,netral
Amel Seli,Bagus,2025,livin,bagus,1,positif
Wanda Julia Sandra,"knp sekarang kalau top up dana ada biaya admin nya ya, padahal di bank lain nggak loh, kecewa sih",2025,livin,top up dana biaya bank tidak kecewa,0,netral
Ika Kuntari,puas dengan pelayanan,2025,livin,puas layan,1,positif
Dini Suharyati,"kenapa di jam jam tertentu sulit melakukan transfer, top up atau transaksi lainnya , seperti diatas jam12 malem",2025,livin,jam jam sulit transfer top up transaksi atas jam malem,0,netral
Nico Terserah,improve,2025,livin,improve,0,netral
Merdi Ktb,lumayan. cuman syang nya harus berulang kali login,2025,livin,lumayan cuman syang ulang login,0,netral
Aldi-DESKTOP,"Aplikasi nya sudah bagus, cuman sayang tidak bisa menyimpan no rekening yang sudah di Transfer jadi kalau mau transaksi ke rekening orang harus tulis manual lagi, tolong diupdate untuk kedepan nya, agar ada fitur menyimpan no rekening orang",2025,livin,aplikasi bagus cuman sayang tidak bisa simpan no rekening transfer transaksi rekening orang tulis manual tolong diupdate depan fitur simpan no rekening orang,1,positif
Ruslan Birin,Alhamdulillah agak lancar,2025,livin,alhamdulillah lancar,1,positif
Nanang Kudrat,kalo d buka suka lemot,2025,livin,buka suka lama,0,netral
Nur alam Ramadani,KA saya lupa password gimana cara lupa kata sandi nya sedang kan saya tidak punya kartu nya,2025,livin,ka lupa password lupa sandi tidak kartu,0,netral
agnes agnes,mohon maaf mau tanya ini kok aplikasi nya di instal dari tadi kok tidak bisa ya padahal sinyal nya bagus pakai wfi juga gak bisa,2025,livin,mohon maaf aplikasi instal tidak bisa sinyal bagus pakai wfi tidak bisa,1,positif
Suyono Arif,mantappp...,2025,livin,mantapp,0,netral
habib,"kenapa aplikasi Livin itu berat bukanya ya. kalau karena spek hp, nyatanya yang lain bisa cepet. tp Livin bisa 5-10 menit loading nya. tolong dong min diperbaiki. bukan pengin membandingkan, cobalah lihat aplikasi bank yg lain yg lebih ringan bukanya",2025,livin,aplikasi livin berat buka spek handphone bisa cepet livin bisa menit loading tolong baik pengin banding coba lihat aplikasi bank ringan buka,0,netral
Van Megazines,ini kenapa aplikasinya saya ga bisa login sama sekali masa maintance dari jam 11 malem sampe sekarang ga bisa dibuka,2025,livin,aplikasi tidak bisa login maintance jam malem tidak bisa buka,0,netral
Dany N.A,ngebug ga bsa dibuka sama sekali. app eror,2025,livin,ngebug tidak bsa buka aplikasi error,-1,negatif
Andika Blewer,kenapa ini tidak bisa login,2025,livin,tidak bisa login,0,netral
Hadiz Gurun,sangat bagus,2025,livin,sangat bagus,1,positif
NUR Hadi,sudah 2 hari livin by mandiri gk bisa di buka,2025,livin,livin by mandiri tidak bisa buka,0,netral
devi emarita dewi,"adakah yang setelah update aplikasi Livin,limit paylatter malah gak bisa digunakan?udah telpon service center,dioper2 kesana kemari telpon nya ngabisin pulsa tapi gak ada jawaban.ujung ujung nya suruh ke kantor aja🤦🏻",2025,livin,ada update aplikasi livinlimit paylatter tidak bisa digunakanudah telpon service centerdioper kesana kemari telpon ngabisin pulsa tidak jawabanujung ujung suruh kantor,0,netral
Sumi Ati,sangat cocok Buat saya memudahkan saya melakukan transaksi,2025,livin,sangat cocok mudah transaksi,1,positif
Regina S Trisnawati,Lebih efisien dlm transaksi. Lbh cpt.. Hemat waktu..,2025,livin,efisien dlm transaksi lbh cpt hemat,0,netral
Erna Sari,"aplikasi ini mempermudah transaksi,tapi kenapa ya dari pagi aplikasi nya TDK bisa di buka ,,mau transaksi jadi ga bisa padahal biasa nya gpp.",2025,livin,aplikasi mudah transaksitapi pagi aplikasi tidak bisa buka transaksi tidak bisa tidak apa,1,positif
Siti Habibah,"hari ini aku coba untuk login tapi gagal trus, gimna ya",2025,livin,coba login gagal gimna,-1,negatif
Andika Bagas,"aplikasi buruk, buang buang waktu orang sama orang lain buka aplikasi bener bener lama banget alias ujung ujungnya eror, ditunggu gabisa gabisa woy mau bayar pake qr ini kocak ni sekelas himbara ko begini sih",2025,livin,aplikasi buruk buang buang orang orang buka aplikasi lama banget alias ujung ujung error tunggu tidak bisa tidak bisa woy bayar pakai qr kocak kelas himbara,-3,negatif
Agustina Nainggolan,lancar,2025,livin,lancar,1,positif
Rika Indriyanti,satu harian full tdk bisa di buka ad apa kaaa....,2025,livin,hari full tidak bisa buka ad kaa,0,netral
Satria S Dg Situju,oke mbaik 👍👍👍,2025,livin,oke mbaik,0,netral
Rahmat Hidayat,ongkir kirim nya tolong di murahin dong kemahalan itu,2025,livin,ongkir kirim tolong murahin mahal,0,netral
panggil aja kiky,"saya investasi bulanan otomatis, saldo saya sudah kepotong tapi tidak masuk ke investnya",2025,livin,investasi bulan otomatis saldo potong tidak masuk investnya,0,netral
Jhonson 27,mohon di tingkatkan pelayanan nya. saya sudah 4 bulan minta penggantian kartu tapi belum kunjung ada info kartunya untuk di kirim. mohon di tinjau,2025,livin,mohon tingkat layan ganti kartu kunjung info kartu kirim mohon tinjau,0,netral
Aidil Syah Putra,"Susah banget pemakaian diluar negeri kalau mau buka terkadang ada kendala, entah apanya, gak tau.. Tolong ditingkatkan lagi",2025,livin,susah banget pakai luar negeri buka terkadang kendala apa tidak tolong tingkat,-2,negatif
Joy,"sebenarnya bagus, cuman sayang aja suka ngelag... tolong di benerin lagi aplikasinya agar tidak ngelag",2025,livin,bagus cuman sayang suka ngelag tolong benerin aplikasi tidak ngelag,2,positif
Ayubi ayu nabila lia,Saya belum pernah membagikan Nomer Rekening saya.tapi kenapa ko ada yang TF Saldo 1000.00 rp.ke norek saya..? apa itu berbahaya..?,2025,livin,bagi nomer rekening sayatapi transfer saldo rpke norek bahaya,0,netral
AHMAD TANFIDA,"Min jika di dashboard Livin Muncul menu Tulisan "" Permintaan Baru "" Terus Langsung Hilang itu bagaimana ya ?",2025,livin,dashboard livin muncul menu tulis minta langsung hilang,0,netral
SINGA PATRA HAMS,bgs membantu keren pokoknya,2025,livin,bgs bantu keren pokok,0,netral
Mastok,"kenapa Livin sekarang susah untuk daftar, udah masukan nomor hp untuk ngirim kode otpnya malah kembali ke menu utama...",2025,livin,livin susah daftar masuk nomor handphone ngirim kode otpnya menu utama,-1,negatif
Syari Oi,good,2025,livin,good,0,netral
Maulana Maulana,"semua aman2 aja dan lancar2, jd kynya ok deh , semua saya rasa terbantu, lanjutkn...",2025,livin,aman lancar kynya ok bantu lanjutkn,2,positif
Hamzah Hamzah,mm..m..o...om,2025,livin,mmmoom,0,netral
Fanani ahmad,"Mohon untuk fitur paylaternya di aktifkan, sayang ini ada limit 10jt ga bisa di pakai",2025,livin,mohon fitur paylaternya aktif sayang limit jt tidak bisa pakai,0,netral
mpok Mideh,Alhamdulillah lancar skrg,2025,livin,alhamdulillah lancar,1,positif
Akun Bott,Gara2 hp rusak.. Jadi harus instal kembali apk livin nya.. Smoga bisa tanpa harus dtg ke bank mandiri..,2025,livin,gara handphone rusak instal aplikasi livin smoga bisa dtg bank mandiri,0,netral
Zuyyina Anastasia,"lagi butuh-butuhnya malah diminta update aplikasi, mana memori ngepas pula...padahal udah di-update pun aplikasinya masih sama aja",2025,livin,butuhbutuhnya update aplikasi memori ngepas pulapadahal diupdate aplikasi,0,netral
Restu Agil Purnomo Adi,"Terkait transaksi pembayaran masuk ke akun, tidak ada notifikasi baik di aplikasi maupun di email. Tolong untuk tambahkan fitur ini. Terima kasih",2025,livin,kait transaksi bayar masuk akun tidak notifikasi aplikasi email tolong tambah fitur terima kasih,0,netral
Masenih Prasetyo,loadingnya berat.. tolong di perbaiki 🙏,2025,livin,loadingnya berat tolong baik,1,positif
Dytggah69 Gagagh,benersan,2025,livin,benersan,0,netral
Nana L,mantap pas dan oke,2025,livin,mantap cocok oke,1,positif
Enda Saputra,bagu cuma agak ngekek kalo di buka,2025,livin,bagus ngekek buka,1,positif
Kang Dhek,sip ok,2025,livin,sip ok,0,netral
Suryadi Adi,aplikasi y ok,2025,livin,aplikasi y ok,0,netral
Dori Dori,bagus,2025,livin,bagus,1,positif
Yemmy,senang menggunakan Livin By Mandiri,2025,livin,senang livin by mandiri,0,netral
Muhammad Setiawan Jhodi,livin sekarang banyak potongan sama biaya admin kalau mau bayar apa apa juga mohon di perbaiki,2025,livin,livin potong biaya bayar mohon baik,1,positif
Hanif Dinulloh,"halo ka, saya mau tanya kenapa ya setiap mau topup dana selalu nomor salah, padahal sebelumnya bisa dengan nomor yang sama",2025,livin,halo ka topup dana nomor salah bisa nomor,0,netral
Sok Tau,saya transaksi selalu ada kendala 😡,2025,livin,transaksi kendala,-1,negatif
liangtae,"memudahkan dan terbantu, tapi di bagian investasi dan saham, belum ada fitur beli saham yang akan E - IPO",2025,livin,mudah bantu investasi saham fitur beli saham e ipo,1,positif
ANTP Chanel,ojos,2025,livin,ojos,0,netral
Atta Prayitno,jos,2025,livin,jos,0,netral
