username,review,rating,tahun,aplikasi,clean_text
Nanang Kudrat,kalo d buka suka lemot,4,2025,livin,buka suka lama
Nur alam Ramadani,KA saya lupa password gimana cara lupa kata sandi nya sedang kan saya tidak punya kartu nya,4,2025,livin,ka lupa password lupa sandi tidak kartu
agnes agnes,mohon maaf mau tanya ini kok aplikasi nya di instal dari tadi kok tidak bisa ya padahal sinyal nya bagus pakai wfi juga gak bisa,4,2025,livin,mohon maaf aplikasi instal tidak bisa sinyal bagus pakai wfi tidak bisa
Suyono Arif,mantappp...,4,2025,livin,mantapp
habib,"kenapa aplikasi Livin itu berat bukanya ya. kalau karena spek hp, nyatanya yang lain bisa cepet. tp Livin bisa 5-10 menit loading nya. tolong dong min diperbaiki. bukan pengin membandingkan, cobalah lihat aplikasi bank yg lain yg lebih ringan bukanya",4,2025,livin,aplikasi livin berat buka spek handphone bisa cepet livin bisa menit loading tolong baik pengin banding coba lihat aplikasi bank ringan buka
Van Megazines,ini kenapa aplikasinya saya ga bisa login sama sekali masa maintance dari jam 11 malem sampe sekarang ga bisa dibuka,4,2025,livin,aplikasi tidak bisa login maintance jam malem tidak bisa buka
Dany N.A,ngebug ga bsa dibuka sama sekali. app eror,4,2025,livin,ngebug tidak bsa buka aplikasi error
Andika Blewer,kenapa ini tidak bisa login,4,2025,livin,tidak bisa login
Hadiz Gurun,sangat bagus,4,2025,livin,sangat bagus
NUR Hadi,sudah 2 hari livin by mandiri gk bisa di buka,4,2025,livin,livin by mandiri tidak bisa buka
devi emarita dewi,"adakah yang setelah update aplikasi Livin,limit paylatter malah gak bisa digunakan?udah telpon service center,dioper2 kesana kemari telpon nya ngabisin pulsa tapi gak ada jawaban.ujung ujung nya suruh ke kantor aja🤦🏻",4,2025,livin,ada update aplikasi livinlimit paylatter tidak bisa digunakanudah telpon service centerdioper kesana kemari telpon ngabisin pulsa tidak jawabanujung ujung suruh kantor
Sumi Ati,sangat cocok Buat saya memudahkan saya melakukan transaksi,4,2025,livin,sangat cocok mudah transaksi
Regina S Trisnawati,Lebih efisien dlm transaksi. Lbh cpt.. Hemat waktu..,4,2025,livin,efisien dlm transaksi lbh cpt hemat
Erna Sari,"aplikasi ini mempermudah transaksi,tapi kenapa ya dari pagi aplikasi nya TDK bisa di buka ,,mau transaksi jadi ga bisa padahal biasa nya gpp.",4,2025,livin,aplikasi mudah transaksitapi pagi aplikasi tidak bisa buka transaksi tidak bisa tidak apa
Siti Habibah,"hari ini aku coba untuk login tapi gagal trus, gimna ya",4,2025,livin,coba login gagal gimna
Andika Bagas,"aplikasi buruk, buang buang waktu orang sama orang lain buka aplikasi bener bener lama banget alias ujung ujungnya eror, ditunggu gabisa gabisa woy mau bayar pake qr ini kocak ni sekelas himbara ko begini sih",4,2025,livin,aplikasi buruk buang buang orang orang buka aplikasi lama banget alias ujung ujung error tunggu tidak bisa tidak bisa woy bayar pakai qr kocak kelas himbara
Agustina Nainggolan,lancar,4,2025,livin,lancar
Rika Indriyanti,satu harian full tdk bisa di buka ad apa kaaa....,4,2025,livin,hari full tidak bisa buka ad kaa
Satria S Dg Situju,oke mbaik 👍👍👍,4,2025,livin,oke mbaik
Rahmat Hidayat,ongkir kirim nya tolong di murahin dong kemahalan itu,4,2025,livin,ongkir kirim tolong murahin mahal
panggil aja kiky,"saya investasi bulanan otomatis, saldo saya sudah kepotong tapi tidak masuk ke investnya",4,2025,livin,investasi bulan otomatis saldo potong tidak masuk investnya
Jhonson 27,mohon di tingkatkan pelayanan nya. saya sudah 4 bulan minta penggantian kartu tapi belum kunjung ada info kartunya untuk di kirim. mohon di tinjau,4,2025,livin,mohon tingkat layan ganti kartu kunjung info kartu kirim mohon tinjau
Aidil Syah Putra,"Susah banget pemakaian diluar negeri kalau mau buka terkadang ada kendala, entah apanya, gak tau.. Tolong ditingkatkan lagi",4,2025,livin,susah banget pakai luar negeri buka terkadang kendala apa tidak tolong tingkat
Joy,"sebenarnya bagus, cuman sayang aja suka ngelag... tolong di benerin lagi aplikasinya agar tidak ngelag",4,2025,livin,bagus cuman sayang suka ngelag tolong benerin aplikasi tidak ngelag
Ayubi ayu nabila lia,Saya belum pernah membagikan Nomer Rekening saya.tapi kenapa ko ada yang TF Saldo 1000.00 rp.ke norek saya..? apa itu berbahaya..?,4,2025,livin,bagi nomer rekening sayatapi transfer saldo rpke norek bahaya
AHMAD TANFIDA,"Min jika di dashboard Livin Muncul menu Tulisan "" Permintaan Baru "" Terus Langsung Hilang itu bagaimana ya ?",4,2025,livin,dashboard livin muncul menu tulis minta langsung hilang
SINGA PATRA HAMS,bgs membantu keren pokoknya,4,2025,livin,bgs bantu keren pokok
Mastok,"kenapa Livin sekarang susah untuk daftar, udah masukan nomor hp untuk ngirim kode otpnya malah kembali ke menu utama...",4,2025,livin,livin susah daftar masuk nomor handphone ngirim kode otpnya menu utama
Syari Oi,good,4,2025,livin,good
Maulana Maulana,"semua aman2 aja dan lancar2, jd kynya ok deh , semua saya rasa terbantu, lanjutkn...",4,2025,livin,aman lancar kynya ok bantu lanjutkn
Hamzah Hamzah,mm..m..o...om,4,2025,livin,mmmoom
Fanani ahmad,"Mohon untuk fitur paylaternya di aktifkan, sayang ini ada limit 10jt ga bisa di pakai",4,2025,livin,mohon fitur paylaternya aktif sayang limit jt tidak bisa pakai
mpok Mideh,Alhamdulillah lancar skrg,4,2025,livin,alhamdulillah lancar
Akun Bott,Gara2 hp rusak.. Jadi harus instal kembali apk livin nya.. Smoga bisa tanpa harus dtg ke bank mandiri..,4,2025,livin,gara handphone rusak instal aplikasi livin smoga bisa dtg bank mandiri
Zuyyina Anastasia,"lagi butuh-butuhnya malah diminta update aplikasi, mana memori ngepas pula...padahal udah di-update pun aplikasinya masih sama aja",4,2025,livin,butuhbutuhnya update aplikasi memori ngepas pulapadahal diupdate aplikasi
Restu Agil Purnomo Adi,"Terkait transaksi pembayaran masuk ke akun, tidak ada notifikasi baik di aplikasi maupun di email. Tolong untuk tambahkan fitur ini. Terima kasih",4,2025,livin,kait transaksi bayar masuk akun tidak notifikasi aplikasi email tolong tambah fitur terima kasih
Masenih Prasetyo,loadingnya berat.. tolong di perbaiki 🙏,4,2025,livin,loadingnya berat tolong baik
Dytggah69 Gagagh,benersan,4,2025,livin,benersan
Nana L,mantap pas dan oke,4,2025,livin,mantap cocok oke
Enda Saputra,bagu cuma agak ngekek kalo di buka,4,2025,livin,bagus ngekek buka
Kang Dhek,sip ok,4,2025,livin,sip ok
Suryadi Adi,aplikasi y ok,4,2025,livin,aplikasi y ok
Dori Dori,bagus,4,2025,livin,bagus
Yemmy,senang menggunakan Livin By Mandiri,4,2025,livin,senang livin by mandiri
Muhammad Setiawan Jhodi,livin sekarang banyak potongan sama biaya admin kalau mau bayar apa apa juga mohon di perbaiki,4,2025,livin,livin potong biaya bayar mohon baik
Hanif Dinulloh,"halo ka, saya mau tanya kenapa ya setiap mau topup dana selalu nomor salah, padahal sebelumnya bisa dengan nomor yang sama",4,2025,livin,halo ka topup dana nomor salah bisa nomor
Sok Tau,saya transaksi selalu ada kendala 😡,4,2025,livin,transaksi kendala
liangtae,"memudahkan dan terbantu, tapi di bagian investasi dan saham, belum ada fitur beli saham yang akan E - IPO",4,2025,livin,mudah bantu investasi saham fitur beli saham e ipo
ANTP Chanel,ojos,4,2025,livin,ojos
Atta Prayitno,jos,4,2025,livin,jos
Rebecca Viona,dulu saya download dan jadi pake mandiri sampe sekarang karena trejo pernah diundang muehehe😁🙏,4,2025,livin,download pakai mandiri trejo undang muehehe
nauli fajarillah,"sebenarnya bagus sekali aplikasi ini. tpi kenapa ditengah malem selalu aja maintance. haduuh, memangnya bank plat merah gk ada midal buat pemeliharaan dengan waktu cepat??",4,2025,livin,bagus aplikasi tengah malem maintance haduuh memang bank plat merah tidak midal pelihara cepat
Adi Hanif,"loading screen awal untuk buka app sangat lama. terjadi di app livin bukan milik saya saja tapi teman2 di kantor juga mengeluhkan hal yang sama. Mohon di perbaiki karena untuk pembayaran qris jadi terkendala. (Sudah update app terbaru, internet lancar, dengan hp keluaran terbaru.)",4,2025,livin,loading screen buka aplikasi sangat lama aplikasi livin milik teman kantor keluh mohon baik bayar qris kendala update aplikasi baru internet lancar handphone keluar baru
Fredy Rahmanto,kenapa bayar v/a sekarang dikenakan biaya .. padahal bulan lalu gak kena ? mana biaya admin naik pula kartu atmnya ..hadeh ya kali sini pembisnis ..cuman penerima upah geh. gak bisa sampe nol saldo juga paling tidak 50rblah min²nya untuk ditinggalin dikartu atmnya maupun mbankingnya juga.,4,2025,livin,bayar va kena biaya tidak kena biaya kartu atmnya hadeh bisnis cuman terima upah geh tidak bisa nol saldo tidak rblah min ditinggalin kartu atmnya mbankingnya
Adi Yuswardi,is the best,4,2025,livin,is the best
Agus Supriyatna,baik,4,2025,livin,
Wens Humoen,mantap,4,2025,livin,mantap
Janah 0105,hebat,4,2025,livin,hebat
Ajattasatru S.R,"Mengapa saat ingin bertransaksi, selalu mempermasalahkan waktu, apakah tidak ada solusi selain mengahpus, dan menginstal ulang?",4,2025,livin,transaksi masalah tidak solusi mengahpus menginstal ulang
Abdul Halim,"tolonglah saat kita lupa password jangan di persulit,harus isi nomor kartu sedangkan lupa ,kartu fisik tidak ada / belum di kirim saya saranin saat lupa password ya kode otp dikirim ke email yg terdaftar di aplikasi,jangan di persulit satu lagi aplikasi lemot sekali",4,2025,livin,tolong lupa password persulitharus isi nomor kartu lupa kartu fisik tidak kirim saranin lupa password kode one time password kirim email daftar aplikasijangan sulit aplikasi lama
Wahyudi Abimanyu,sangat membantu,4,2025,livin,sangat bantu
tomi silalahi,kok jadi nggak bisa isi pulsa aneh banget ya livin sekarang.,4,2025,livin,tidak bisa isi pulsa aneh banget livin
Faisal Danu Erlangga,"mohon untuk pengisian nomor npwp tidak harus 16 digit, karena tidak bisa input kalau dibawah 16 digit.",4,2025,livin,mohon isi nomor npwp tidak digit tidak bisa input bawah digit
Andreas Aleksi,kenapa hape saya tidak support ke Livin ya padahal update android 14??ada yg bisa bantu jawab??,4,2025,livin,hape tidak support livin update android bisa bantu
Sepia Elita Tada,kenapa hari ini enggak bisa login,4,2025,livin,bisa login
Budak baonk,"kenapa sekarang apknya susah kebuka,padahal jaringan bagus",4,2025,livin,apknya susah kebukapadahal jaring bagus
Sugeng Rianto,mudahan sgat mambantu,4,2025,livin,mudah sgat mambantu
N Saifullah,oke,4,2025,livin,oke
Askirman Askirman,seumpama bulan purnama tapi juga terkadang agak redup tergantung naluri saat di pakai yang penting rejekiku lancar okk..,4,2025,livin,umpama purnama terkadang redup gantung naluri pakai rejekiku lancar okk
Tasirin,sangat membantu,4,2025,livin,sangat bantu
Reno Septa,baguss,4,2025,livin,baguss
Siti Khoiriyah ALKA,Untuk update apk Livin ini berapa bulan ya? sepertinya belum ada 1 tahun dah minta upgrade lagi 🤔,4,2025,livin,update aplikasi livin upgrade
rama salehudin,"mohon maaf, top up pulsa yang tertunda saldo yg hilang nya apakah akan kembali otomatis?",4,2025,livin,mohon maaf top up pulsa tunda saldo hilang otomatis
Black,good,4,2025,livin,good
Erwan Nu,cukup baik,4,2025,livin,
harippin muhammad,"loading masuk pas buka apk lama banget, padahal koneksi internet bagus",4,2025,livin,loading masuk cocok buka aplikasi lama banget koneksi internet bagus
Mudaim Daim,kok gk bs kirim ke dana min,4,2025,livin,tidak bs kirim dana
Robi Daniel,mantasi cuman kadang TDK bisa krm pulsa,4,2025,livin,mantasi cuman kadang tidak bisa krm pulsa
Gabean Nambela,"Aplikasi ini, sangan membantu & sangat mudah di mengerti.",5,2025,livin,aplikasi sangan bantu sangat mudah erti
Diaz Ganteng,hebat,5,2025,livin,hebat
Makassar Love,Kenapa aplikasi Livin saya tidak bisa login dan belum sempat login sudah keluar,5,2025,livin,aplikasi livin tidak bisa login login
Fernando Tobing,"Bank Mandiri, is the best.",5,2025,livin,bank mandiri is the best
Apriyanto Rendyi,bagus,5,2025,livin,bagus
Andi Budi (abud),mantap,5,2025,livin,mantap
Widartoto Handhy,bagus,5,2025,livin,bagus
Cantika Dewi,kenapa saya tidak bisa melakukan transaksi transfer ya,5,2025,livin,tidak bisa transaksi transfer
Firman Arsa,bagus membantu saya,5,2025,livin,bagus bantu
Dicky Septian Nugraha,warisan ALM ayah adalah ATM mandiri 😭,5,2025,livin,waris alm ayah atm mandiri
Choky'e darmadi,Livin saya tidak bisa kebuka kak,5,2025,livin,livin tidak bisa buka
Samsul arifin Isul,bagus dan mantap.semuar lancar dan tak ada kendala,5,2025,livin,bagus mantapsemuar lancar kendala
Ismail mail,mantap tapi tidak pernah memeriksakan saya paylater,5,2025,livin,mantap tidak periksa paylater
Anselmus Bria,lovin by mandiri adalah aplikasi yg sangat bagus untuk di gunakan keuangan,5,2025,livin,lovin by mandiri aplikasi sangat bagus uang
Sri Opung,niceeeeee,5,2025,livin,nicee
Alfin Kaur,bermanfaat,5,2025,livin,manfaat
Eko Semar,bagus,5,2025,livin,bagus
Agung Dewata,God job,5,2025,livin,god job
Faizul Farhan,"aplikasi binatang dah lama dari minggu lalu ga bisa login livin, rusak rusak, lebih baik BCA",5,2025,livin,aplikasi binatang lama minggu tidak bisa login livin rusak rusak bca
Ammar Husein,saya sudah buka akun bank mandiri tapi tidak bisa di buka,5,2025,livin,buka akun bank mandiri tidak bisa buka
Man Lower,bagai mana cara login ? tolong dijawab 😁,5,2025,livin,login tolong
Syarifah,sangat bermanfaat,5,2025,livin,sangat manfaat
MU ADIVIA,Tambahkan Fitur Cicil Emas Lebih Fleksibel Dan Modern,5,2025,livin,tambah fitur cicil emas fleksibel modern
Zaki Hanung,mntp jos saya sering paki,5,2025,livin,mntp jos paki
Eka Yudha,semakin hebat saja,5,2025,livin,hebat
Mirda Sudrajat,mantap,5,2025,livin,mantap
Dinandhiyaanpamungkas dinandhiyaanpamungkas,assalamualaikum pak dan Bu kartu kredit saya rusak ucapan terima kasih,5,2025,livin,assalamualaikum bu kartu kredit rusak ucap terima kasih
Ruhimat Badranaya,"livin mandiri gk bisa dibuka, ribet",5,2025,livin,livin mandiri tidak bisa buka ribet
Septian Nurcahyanto,terbaikk 👏👏👏,5,2025,livin,terbaikk
Suli Harjanti,bagus,5,2025,livin,bagus
wiyono huye,nice,5,2025,livin,nice
BBK CHANNEL 92,semoga semakin ditingkatkan lagi,5,2025,livin,moga tingkat
kmp_indramayu jabarindo,"Terimakasih banyak,sangat bermanfaat",5,2025,livin,terimakasih banyaksangat manfaat
Non's Lyhta02,baguss nyaman,5,2025,livin,baguss nyaman
Jessuz Ma,good job,5,2025,livin,good job
Muh Sabri,aplikasi yg sangat membantu,5,2025,livin,aplikasi sangat bantu
M Rizal Rizal,belum pernah dapat pinjaman,5,2025,livin,pinjam
Samsul Arif,knp aplikasi livin kok g bisa dibuka ya,5,2025,livin,aplikasi livin tidak bisa buka
Om akbar Akbar iribaram,mau bikin akun,5,2025,livin,akun
Indahguru S. Pd,sangat baik,5,2025,livin,sangat
Anne Eka Wijayanti,"Sangat memudahkan tpi sangat di sayangkan, update-an sekarang klo bukan app livin lama bgt. Padahal sinyal/wifi lancar2 aja, tolong dong solusinya. Udh nyaman nih pake livin mandiri",5,2025,livin,sangat mudah sangat sayang updatean aplikasi livin lama banget sinyalwifi lancar tolong solusi nyaman pakai livin mandiri
dedi Kurwendi,tidak bisa aktivasi otp selalu kembali kemenu awal,5,2025,livin,tidak bisa aktivasi one time password menu
Muslimin 84,mantap,5,2025,livin,mantap
M.irham Irham,klu bisa livin mandiri harus ada live chat supaya klu ada kendala tdk harus ke bank mandiri terdekat lagi,5,2025,livin,bisa livin mandiri live chat kendala tidak bank mandiri dekat
Siti Aisyah,selama ini lancar jaya..☺️membantu lalulintas keuangan saya..sangat membantu sekali..👍,5,2025,livin,lancar jayamembantu lalulintas uang sayasangat bantu
Junaidi junet,mantap,5,2025,livin,mantap
Irawan Lako,sangat bagus dan membantu banget,5,2025,livin,sangat bagus bantu banget
dik dik,hp saya samsung note 9 knpa ko gak bisa yaa,5,2025,livin,handphone samsung note knpa tidak bisa
Derit Susanto,sangat membantu,5,2025,livin,sangat bantu
Dia Mond,bermanfaat,5,2025,livin,manfaat
Endang Ahmad,ok,5,2025,livin,ok
titis shu,memudahkan transaksi apapun,5,2025,livin,mudah transaksi apa
Sutrisno No,pas butuh pas gak bisa dibuka ..,5,2025,livin,cocok butuh cocok tidak bisa buka
Pcc Tofik,sukses selalluuu 👍👍👍,5,2025,livin,sukses selalluu
Muksin Maulana,kok nggak bisa di buka,5,2025,livin,tidak bisa buka
Tegar Jagat,sangat bagus,5,2025,livin,sangat bagus
Chitaasmm3011,Puji Tuhan amanah dan gampang transaksi,5,2025,livin,puji tuhan amanah gampang transaksi
asmaul Maul,sangat baik,5,2025,livin,sangat
TRI SEPTIADI,mantap,5,2025,livin,mantap
Rudi Ansyah,sangat menbantu,5,2025,livin,sangat menbantu
herry priyanto,ok,5,2025,livin,ok
Nike xft,baik,5,2025,livin,
Keji Sitohang,"mudah , cepat dan praktis sangat up-to-date. semoga semakin berkembang dalam technology yg lebih canggih dan aman bagi konsumennya",5,2025,livin,mudah cepat praktis sangat uptodate moga kembang technology canggih aman konsumen
Niho Lawolo,bagus,5,2025,livin,bagus
MTs Raudlatus Syabab,mantap,5,2025,livin,mantap
Suardy Van sidrap,sangat baik👌,5,2025,livin,sangat
Ziyanul Haq,masih terlalu lama loadingnya.,5,2025,livin,lama loadingnya
Nusantara Fighter,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2025,livin,
paska raharjanto,Apk Mangtap Banna ... 👍👍🏼,5,2025,livin,aplikasi mangtap banna
Sangkoti Sihombing,harga murah dan aplikasi mudah,5,2025,livin,harga murah aplikasi mudah
ahmad Rohani,ok,5,2025,livin,ok
spandi bee,bos saya mau transper lewat kode QR kenapa gak bisa masuk sandi saya?,5,2025,livin,bos transper kode qr tidak bisa masuk sandi
Fadly Ramadhan,terbsik,5,2025,livin,terbsik
Agung Sucipto,kenapa tidak kompitible di vivo x300? sistem operasi tidak di dukung pesan nya sudah solve setelah sy hard reset,5,2025,livin,tidak kompitible vivo sistem operasi tidak dukung pesan solve hard reset
Kadek Nonong,"Memudahkan pekerjaan untuk kirim uang, terima, dan pembayaran di berbagai e-commerce.",5,2025,livin,mudah kerja kirim uang terima bayar ecommerce
Bella Cantika Suhantoro,Membantu kegiatan sehari²,5,2025,livin,bantu giat hari
Hendarto Sumo,semoga amana,5,2025,livin,moga amana
Dedyzulkhaidir,Bagus,5,2025,livin,bagus
Makruf Yanto,baik,5,2025,livin,
Budi Xtiawan,mantap,5,2025,livin,mantap
Andiirawan,"hanya sekedar pemberi Tahuan ada penipuan,mengatas namakan bank BRI",5,2025,livin,dar beri tahu penipuanmengatas nama bank bri
Putri Dwina Agustin,semua transaksi sangat dipermudah,5,2025,livin,transaksi sangat mudah
A.zalukhu Zalukhu,sangat mendukung pengguna,5,2025,livin,sangat dukung guna
Firmansyah Lucky,sangat memudahkan transaksi,5,2025,livin,sangat mudah transaksi
Ratna s Souno,baguss,5,2025,livin,baguss
Apendi Rajes,mantul,5,2025,livin,mantap
Wahyu din,terlalu banyak iklan,5,2025,livin,iklan
Apip Nur,terimakasih ini sangat bermanfaat,5,2025,livin,terimakasih sangat manfaat
Reza,bagus,5,2025,livin,bagus
Duana Priska,Ada masalah apa dengan livin sering ganguan,5,2025,livin,livin ganguan
Atik Nurul Aeni,"mandiri,livin is okey...",5,2025,livin,mandirilivin is okey
Risman Lesmana,mantap,5,2025,livin,mantap
azahra mel,top markotop,5,2025,livin,top markotop
MUKHAMMAD FARUKH AAFANDI,aplikasi yang sangat berguna pakek banget,5,2025,livin,aplikasi sangat guna pakek banget
Acong Riyadi,sangat berguna,5,2025,livin,sangat guna
Yara randi aisyah,luar biasa,5,2025,livin,
Tulus Wiranto,ok,5,2025,livin,ok
andi boy,sangat membantu untuk keperluan yg urgen apalagi aplikasi transaksi tanpa kartu,5,2025,livin,sangat bantu perlu urgen aplikasi transaksi kartu
Mansur Wibisono,sangat bagus ...gampang untuk transaksi,5,2025,livin,sangat bagus gampang transaksi
Aryandho Land,"mohon maaf hanya sekedar bertanya, kenapa ya aplikasi sudah di update ke versi terbaru tapi fitur fitur terbarunya belum muncul contohnya yang lagi ramai sekarang fitur pinjaman KSM. padahal kita nasabah yang sumber gajinya dari rekening Bank Mandiri. mohon penjelasannya dari pihak Bank Mandiri. salam santun, 🙏",5,2025,livin,mohon maaf dar aplikasi update versi baru fitur fitur baru muncul contoh ramai fitur pinjam ksm nasabah sumber gaji rekening bank mandiri mohon jelas bank mandiri salam santun
mustakim afandy,oke sekali,5,2025,livin,oke
susanto aja,"kok, gk bisa di buka sih,",5,2025,livin,tidak bisa buka
Aris Abate,kenapa ko paylater saya ga aktif,5,2025,livin,paylater tidak aktif
Yogie ogie,Terimakasih Licin by mandiri,5,2025,livin,terimakasih licin by mandiri
Juli Darmanto,Semakin memudahkan,5,2025,livin,mudah
Tri Sapto,Simple dan memudahkan pelayanan bagus.,5,2025,livin,simple mudah layan bagus
San Goreng,andalan ku ini,5,2025,livin,andal ku
feri syaefudin,"saya hapus bintang 1 dan ganti dengan bintang 5, karna sudah tidak pernah minta update lagi, performa juga sangat bagus.",5,2025,livin,hapus bintang ganti bintang tidak update performa sangat bagus
Amet Tema,ok,5,2025,livin,ok
Hasmoko Azh,terima kasih ..pelayanan yg bain ...mandiri pahlawan repolusi,5,2025,livin,terima kasih layan bain mandiri pahlawan repolusi
Yudi gendut,sagat membatu,5,2025,livin,sagat batu
Alfa Aliyosa,"komplit,mudah",5,2025,livin,komplitmudah
Rudi Rosali,kenapa yah harus update2 terus ini livin mandiri jadi jika hpnya sudah ketinggalan m banking ga bisa digunakan lg di hp yang sebelumnya jadi ga nyaman,5,2025,livin,update livin mandiri hpnya tinggal m banking tidak bisa handphone tidak nyaman
Hh Hh,ok,5,2025,livin,ok
Reka Hati,sangat perktis dan mempermudah transaksi,5,2025,livin,sangat perktis mudah transaksi
Elmira Ramadhanita,baik digunakan,5,2025,livin,
kapten _96,terbaik,5,2025,livin,baik
ningsih ning,untuk mengajukan pinjaman on line menu di aplikasi tidak ad?,5,2025,livin,aju pinjam on line menu aplikasi tidak ad
MRM Tomadola,baik,5,2025,livin,
Ririn Syarifah,good,5,2025,livin,good
Dwi Widiarto,praktis dan mudah digunakan,5,2025,livin,praktis mudah
Mjex Adpl,sangat memuaskan pelayanan livin...sangat memper mudah dalam ber transaksi..,5,2025,livin,sangat muas layan livinsangat memper mudah ber transaksi
Felix Nawer,"dari semua Apk sejenis ini, Cuman ini aja Yang Bagus",5,2025,livin,aplikasi jenis cuman bagus
Nur Pahmi,bagus,5,2025,livin,bagus
La Bonte,ok,5,2025,livin,ok
Adin Pokémon,semoga ke depan ada fitur buat pinjam uang juga,5,2025,livin,moga fitur pinjam uang
Eko Suryo Wijayanto,"Seriap ada transaksi masuk, knp tdk ada notifikasi dr aplikasinya ?",5,2025,livin,seriap transaksi masuk tidak notifikasi aplikasi
Dae Amir,mantap,5,2025,livin,mantap
Haerul Saleh,memudahkan,5,2025,livin,mudah
lusi anagultom,keren..smua jd gampang,5,2025,livin,kerensmua gampang
Virgi samsung,"sudah bagus, lancar di hp saya, tapi bakal lebih bagus kalau ada tabungan emas dan sebagainya, mohon dipertimbangkan",5,2025,livin,bagus lancar handphone bagus tabung emas mohon timbang
ghalib naufal,aplikasi mudah digunakan,5,2025,livin,aplikasi mudah
Maria godalifa sirken Nona,sangat membantu,5,2025,livin,sangat bantu
Azzam AAY,livin mandiri sangat membantu dalam setiap langkahku,5,2025,livin,livin mandiri sangat bantu langkah
Saffanah Naimy,dari tahun 2023 pake apk ini sangat amat safety,5,2025,livin,pakai aplikasi sangat safety
Rahman Cek,"livin saya tidak bisa di buka fitur sedang di perbaiki atau apalah itu,,enta kenapa saya dah bosen",5,2025,livin,livin tidak bisa buka fitur baik apa ituenta bosen
sadam saut gultom,lancar dan aman,5,2025,livin,lancar aman
Ros Res,👍👍👍👍👍,5,2025,livin,
Aisyah Aisyah,bagus,5,2025,livin,bagus
ecep r,Sangat membantu,5,2025,livin,sangat bantu
wahyu new,bagus,5,2025,livin,bagus
Ko Ti,bagus,5,2025,livin,bagus
Bang ayoung,keren,5,2025,livin,keren
Enjang RF,"aplikasi menarik, fitur bermanfaat",5,2025,livin,aplikasi tarik fitur manfaat
Nur Sodik,terimakasih Livin memudahkan transaksi,5,2025,livin,terimakasih livin mudah transaksi
christina indraswari,mempermudah transaksi,5,2025,livin,mudah transaksi
Afiah Bahasoan,Mantap,5,2025,livin,mantap
Julman Efendy Lase,Terima kasih,5,2025,livin,terima kasih
irwan budi rachman,ok,5,2025,livin,ok
Hendra Bakti,sangat menguntungkan,5,2025,livin,sangat untung
Jahwan Adut,luar biasa,5,2025,livin,
Redi Permana,notifikasi transaksi masuk dan keluar masih belum muncul seperti sebelumnya,5,2025,livin,notifikasi transaksi masuk muncul
Jono Riyanto,sempurna dan paling mudah ga ribet,5,2025,livin,sempurna mudah tidak ribet
Aalj92,tingkatkan kualitas pelayanan digital dan perkuat sistem keamanan nya. untuk log in di mobile jika memungkinkan ditambah log in dg username atau id,5,2025,livin,tingkat kualitas layan digital kuat sistem aman log in mobile tambah log in dg username id
Amirul Faiz,aplikasinya kalau saya pasang di Hp saya selalu bermasalah,5,2025,livin,aplikasi pasang handphone masalah
Zul Karnain,mempermudah,5,2025,livin,mudah
Ineke Taime,mantap,5,2025,livin,mantap
Anggia Nurfadilah,kenapa aplikasi nya keluar sendiri ya? pengen beli pulsa tapi ga bisa🤧,5,2025,livin,aplikasi ken beli pulsa tidak bisa
Hairul Indra,"sangat puas Dnegan pelayanannya gak kayak tetangga sebelah,kalau mau minjem harus lewat calo baru mau di dengar,kalau di mandiri begitu di tlpn langsung di respon, pokoknya best dah pelayanannya",5,2025,livin,sangat puas dnegan layan tidak tetangga sebelahkalau minjem calo dengarkalau mandiri tlpn langsung respon pokok best layan
Mochi Magi.,bagus selalu terbantu saat kita lupa bawa uang cash,5,2025,livin,bagus bantu lupa bawa uang cash
Sela Abil,baik,5,2025,livin,
Muhamad Akrom,sangat membantu,5,2025,livin,sangat bantu
Raka Pro,ok mantap juga,5,2025,livin,ok mantap
Supriatna 80,ok,5,2025,livin,ok
Mitalova Ptk,"Saya sudah dua kali ganti atm susah ngecek saldo saya, kenapa ya..?",5,2025,livin,ganti atm susah ngecek saldo
Suharti 162,Mantap,5,2025,livin,mantap
Reka Prasetyo,kak apakah hari ini Livin sendeng eror,5,2025,livin,livin sendeng error
Moh. Zainuri,👍,5,2025,livin,
Galuh Pradana,terimakasih Mandiri transaksi jadi lebih mudah dan bisa menabung,5,2025,livin,terimakasih mandiri transaksi mudah bisa tabung
Lunpia Solo,the best bank from asia pacific ot Line.!@,5,2025,livin,the best bank from asia pacific ot line
Rizal Virgo padang city,"Sangat bermamfa'at,praktis dan gk ribet",5,2025,livin,sangat bermamfaatpraktis tidak ribet
Lis Dianti,program ini sangat mendukung,5,2025,livin,program sangat dukung
Mia Silitonga,☺😍😍😍😍,5,2025,livin,
hasayangan tanjung,kenapa tidak bisa dibuka aplikasinya di oppo a31,5,2025,livin,tidak bisa buka aplikasi oppo a
Khalis,best,5,2025,livin,best
Tabletdjp01,Livin sering close sendiri,5,2025,livin,livin close
Heri gunawan Gunawan,jadi serba mudah,5,2025,livin,serba mudah
Yusuf Akbar,The Best Livin by Mandiri untuk kebutuhan perbankan,5,2025,livin,the best livin by mandiri butuh perban
